Sentence,Sentiment
"MetaPlanet adopts Bitcoin as its reserve asset, inspired by MicroStrategy's success, marking a strategic shift in Japan's corporate landscape.",positive
"Apple recently announced its new lineup of Macs and rolled out Apple Intelligence, its latest artificial intelligence-powered feature for its products.",neutral
These deals can only be found on Adobe's website and are aimed at new customers signing up for their first year of the subscription pla,positive
"According to data from the crypto tracking platform CoinGecko, Bitcoin reached $98,310 on Thursday, setting a historic milesto",positive
"Bitcoin soars past silver, Dogecoin gets a Musk boost, stocks get a Trump boost: Markets news roundup",positive
"Now Apple is finally rolling out one of these screensavers with the latest beta of tvOS 18.2, starting with",neutral
"If you've just picked up the new iPad mini, or any iPad for that matter, you're probably already loving its versatility.",neutral
watchOS 11.2 Beta 2 Failing to Install on Some Apple Watch Models: 'Software Update Failed',negative
MicroStrategy buys $2 billion in bitcoin in 10 days.Is there $42 billion to go?,positive
"When Apple released iOS 18 in September, it introduced an overhauled Photos app, dropping on users the biggest change to photo management on iPhone since the app's introduction.",neutral
"Amazon today has knocked the price off of multiple M3 MacBook Air models, with as much as $300 off select computers.",positive
Apple can't sell the new iPhone in the world's 4th most populous country,negative
Critics of Bitcoin often portray it as a utopian fantasy disconnected from material reality -- a digital escapist’s dream.,negative
"What's coming with the new Apple lineup of smaller Mac Mini, iMac colors and MacBook Pro in Space Gray",neutral
Apple has a new Activity Challenge coming up soon for Apple Watch users.,neutral
Apple released iOS 18.1 with the first Apple Intelligence features on Monday.,neutral
"Bitcoin pared last week’s gains Sunday with a price drop from $98,500 to as low as $95,500 in late U.S.hours, before recovering, in a move that sent the broader crypto market tumbling.",negative
"If the Electoral College has invaded your phone screen, here’s how to get rid of it",neutral
The public betas come a couple days after Apple provided develope,neutral
Warren Buffett's Berkshire Hathaway has reduced its big stake in Apple by two-thirds in the last year,negative
"Detroit also asked crypto entrepreneurs to pitch their ideas for blockchain-based “civic applications” to the city’s Director of Entrepreneurship and Economic Opportunity, Justin Onwenu.",neutral
You don't have to wait for the official sales to begin in order to score early Walmart Black Friday deals.,positive
Apple Releases Safari Technology Preview 208 With Bug Fixes and Performance Improvements,positive
" in October, Apple has been busy releasing a slew of new iPads, Macs, Apple Watches, MacBooks and more for 2024.",neutral
"Florida's chief financial officer proposed that the funds that support retired state workers should dabble in crypto, inspired by Republican presidential candidate Donald Trump's support for the U.S.government stockpiling bitcoin {{BTC}}.",negative
Apple designed ‌Safari Technology Preview‌ to allow users to test features that are planned for future release versions of the S,neutral
"Bernstein analysts led by Gautam Chhugani predicted Bitcoin (CRYPTO: BTC) would reach $90,000 if former President Donald Trump won his bid for a second term.",neutral
The Meme Lives On: Magic Mouse's USB-C Charging Port Still on Bottom,negative
"With the introduction of Apple Intelligence in iOS 18.1, communicating with Siri has become more flexible since you can easily type your requests instead of speaking them.",neutral
"Apple Black Friday Accessory Sales Include Low Prices on AirTag, iPhone 16 Cases, and More",positive
"Pseudonymous analyst Dave the Wave tells his 147,000 followers on the social media platform X that Bitcoin will likely erupt and wit",positive
"The latest price moves in bitcoin (BTC) and crypto markets in context for MONTH XX, 2024.",neutral
"With the U.S.election approaching, JPMorgan analysts predict that a Donald Trump victory could further strengthen momentum for bitcoin.",positive
"If IBIT closes above $56.00 on December 13, we would earn $2.05 per shrare on $53.95 at risk, or 3.8%.",positive
"Apple today announced the new iMac, featuring the powerful M4 chip and Apple Intelligence, in its stunning, ultra-thin design.",neutral
"For instance, Apple's AirPods Pro 2 have dropped back down to $170.",negative
Apple @ Work: Generative AI will impact Apple IT admins in this important way,neutral
"Crypto bulls are eager to see Trump establish a ""bitcoin strategic reserve.""",positive
"Bitcoin price hits $85,000 amid massive rally following Trump victory",positive
U.S.ETF Inflows Hit $4.7B Over 6 Days as Bitcoin Becomes 7th-Largest Asset in the World,positive
Ether gains momentum as capital shifts from bitcoin and derivatives activity increases,positive
"Ethereum has broken an eight-year support trend against Bitcoin, raising questions about the second-largest cryptocurrency’s future.",negative
"Bitcoin: Trump win hurls crypto coin above $80,000 — Will the rally endure?",neutral
Bitcoin Approaches All-Time Highs as Daily OTC Desk Inflows Drop to Year's Lows: CryptoQuant,negative
"MicroStrategy stock's big bitcoin bets mean you need to know what you're buying — and if your style includes this trait, says Scott Bennett.",neutral
"The MacRumors Show: Jon Prosser Talks Apple's New iMac, Mac Mini, and MacBook Pro With M4",neutral
"The MacBook Air M2 Is 42% Off For Black Friday, Lowest Price Ever For This Apple Laptop",positive
visionOS 2.2 Beta Adds Wide and Ultrawide Modes to Mac Virtual Display,neutral
"Bitcoin passed $94,000 for the first time, following reports that President-elect Donald Trump’s media company could be close to buying a cryptocurrency trading platform.Read more",positive
I tried Apple Intelligence for 48 hours.These are my favorite AI features so far.,neutral
Gox Transfers 500 BTC to Unknown Addresses – Is It Related to Payouts?,negative
"Apple today introduced new 14-inch and 16-inch MacBook Pro models with M4, M4 Pro, and M4 Max chips.",neutral
Black Friday sales are continuing today with Best Buy kicking off early Black Friday deals that will last for the next few days.,positive
"Bitcoin's trajectory for 2025 stirred debate as Co-Host of Altcoin Daily, Austin Arnold, joined Chief Investment Officer at Maelstrom, Arthur Hayes, to discuss the impact of the recent election and macroeconomic policies on the cryptocurrency market.",neutral
The product refresh marks the first time the ‌Mac mini‌ has been red,neutral
Bitcoin Surges Following Trump's Presidential Win—But Where Are The Healthcare Altcoins?,neutral
"If you don't have a brand-new Apple device, you might still be able to take advantage of Apple Intelligence features.",neutral
"The latest price moves in bitcoin (BTC) and crypto markets in context for Nov. 11, 2024.",neutral
Mac users can download the ‌‌macOS Sequoia‌‌ update by using the,neutral
"Bitcoin could hit $100,000 by Inauguration Day, says crypto expert—what a Trump Presidency could mean for digital assets",positive
"Bitcoin returns to $98,000.Crypto futures saw $500 million in liquidations amid volatility.Brokers raise price targets for MicroStrategy.",neutral
Apple Dropping Support for iCloud Backups on iPhones and iPads Running iOS 8 and Earlier,negative
Apple told EU users on Monday that its AI suite will arrive in April 2025.,neutral
Trump Media and Technology Group stock rose 24% at market open Wednesday after Republican nominee — and the company’s co-founder — Donald Trump won a second presidency.Read more,positive
